titles,genre,developers,publishers
Blue Forest Monogatari: Kaze no Fuuin,MBA International,Right Stuff,"December 6, 1996"
The Blue Marlin,Hot-B,Starfish,"May 2, 2000"
Blue's Clues: Blue's Big Musical,Terraglyph Interactive Studios,THQ,Unreleased
Board Game Top Shop,KID,A1 Games,"February 11, 1998"
Bob the Builder: Can We Fix It?,THQ,BBC Multimedia,Unreleased
Bogey Dead 6,Asmik Ace Entertainment,SCEA,"January 26, 1996"
Bokan Go Go Go,Banpresto,Banpresto,"February 22, 2001"
Boku no Choro-Q,Takara,Takara,"March 7, 2002"
Boku no Natsuyasumi,Millennium Kitchen,SCEI,"June 22, 2000"
Boku wa Koukuu Kanseikan,Syscom,Syscom,"December 22, 1999"
Bokujo Monogatari Harvest Moon For Girls,Victor Interactive Software,Natsume,"December 7, 2000"
Bokujyoukeieteki Board Game: Umapoly,Konami,Konami,"December 25, 1999"
Bokurato Asobou! Ultraman TV,Bandai,Bandai,"September 21, 2000"
Bomb Boat,Success,Success,"August 29, 2002"
Bomberman Fantasy Race,Graphic Research Co. Ltd,Virgin Interactive,"August 6, 1998"
Bomberman Land,Hudson Soft,Hudson Soft,"December 21, 2000"
Bomberman Party Edition,Metro,Vatical Entertainment,"December 10, 1998"
Bomberman Wars,Hudson,Hudson,"April 16, 1998"
Bomberman World,Hudson Soft,Atlus,"January 29, 1998"
The Bombing Islands,Kotobuki Systems,Kemco,"July 18, 1997"
Bonogurashi: Kore de Kanpeki Disu,Amuse,Amuse,"June 7, 1996"
Boundary Gate: Daughter of Kingdom,Victor Interactive Software,Victor Interactive Software,"July 17, 1997"
Bounty Sword First,Pioneer LDC,Pioneer LDC,"June 6, 1997"
Bounty Sword: Double Edge,Pioneer LDC,Pioneer LDC,"July 30, 1998"
BoomBots,The Neverhood,SouthPeak Games,Unreleased
Bottom of the 9th,Konami,Konami,"October 25, 1996"
Bottom of the 9th '97•Jikkyou American BaseballJP,Konami,Konami,"May 14, 1998"
Bottom of the 9th '99,Konami,Konami,Unreleased
Bounty Hunter Sara: Holy Mountain no Teiou,Flagship,Capcom,"May 24, 2001"
Boxer's Road,New,New,"September 8, 1995"
Boys Be... Kono Koi no Yukue,Axes Art Amuse,Kodansha,"March 28, 1997"
Boys Be... Second Season,Kodansha,Kodansha,"September 22, 1999"
BRAHMA Force: The Assault on Beltlogger 9,Genki,"GenkiJP, JVC Music EuropeEU","November 15, 1996"
Brain Dead 13,ReadySoft,"ReadySoftNA, Coconuts JapanJP","October 18, 1996"
Bratz,"Ubisoft (PAL), D.C. Studios Inc.",Ubisoft,Unreleased
Brave Fencer Musashi•Brave Fencer MusashidenJP,Square,Square EA,"July 16, 1998"
Brave Prove,DataWest,DataWest,"April 15, 1998"
Brave Saga 2,Takara,Takara,"May 2, 2000"
Brave Sword,Sammy Studios,Sammy Studios,"October 19, 2000"
Bravo Air Race•Recipro Heat 5000JPAir Race PAL,Xing Entertainment,THQ,"July 31, 1997"
Break Volley•Simple 1500 Series Vol. 54: The Volleyball - Break Volley PlusJP,"Art Co., Ltd.",Aqua Rouge,"November 2, 1999"
Breakout,Supersonic Software,Hasbro Interactive (Under the Atari Interactive Label),Unreleased
Break Point,Smart Dog,"OceanPAL, KonamiJP","September 18, 1997"
BreakThru!,Shoeisha,Shoeisha,"December 1, 1995"
Breath of Fire III,Capcom,Capcom,"September 11, 1997"
Breath of Fire IV,Capcom,Capcom,"April 27, 2000"
Breed Master,Office Create,Office Create,"April 25, 2002"
Breeding Stud: Bokujou de Aimashou,Konami,Konami,"March 27, 1997"
Breeding Stud 2,Konami,Konami,"July 30, 1998"
Breeding Stud '99,Konami,Konami,"November 11, 1999"
"Brian Lara Cricket•Shane Warne CricketAU, NZ",Codemasters,Codemasters,Unreleased
Brigandine: Legend of Forsena,Hearty Robin,"Hearty RobinJP, AtlusNA","April 2, 1998"
Brigandine Grand Edition,Hearty Robin,Hearty Robin,"May 18, 2000"
Brightis,Shade,SCEI,"October 14, 1999"
Broken Helix,Konami,Konami,"March 26, 1998"
Broken Sword: The Shadow of the Templars,Revolution Software,THQ,Unreleased
Broken Sword II: The Smoking Mirror,Revolution Software,SCEE,Unreleased
Brunswick Circuit Pro Bowling,Adrenalin Entertainment,THQ,Unreleased
Brunswick Circuit Pro Bowling 2,Adrenalin Entertainment,THQ,Unreleased
Bubble Bobble featuring Rainbow Islands,Probe Entertainment,Acclaim,Unreleased
Bubsy 3D,Eidetic Inc,Accolade,Unreleased
Buckle Up!,Shangri-La,Shangri-La,"January 29, 1998"
Bug Riders,GT Interactive,n-Space,Unreleased
A Bug's Life,Traveller's Tales,"SCEANA, SCEEPAL, KonamiJP",February 1999
A Bug's Life Activity Centre,Disney Interactive Studios,SCEE,Unreleased
Bugs Bunny: Lost in Time,Behaviour Interactive,Infogrames,Unreleased
Bugs Bunny & Taz: Time Busters,Artificial Mind & Movement,Infogrames,Unreleased
Builder's Block•Land MakerJP,Taito Corporation,Jaleco,"December 9, 1999"
Building Crush!,Shoeisha,Shoeisha,"October 25, 1999"
Burger Burger,Rytmix,Gaps,"November 27, 1997"
Burger Burger 2,Biox,Gaps,"July 15, 1999"
Burning Road,TokaJP,Funsoft,"January 31, 1997"
Burstrick Wake Boarding!!•Simple 1500 Series Vol. 83: The Wake Board - Burstrick Wake BoardingJP,Metro,"MetroJP, JVC Music EuropePAL, NatsumeNA","July 6, 2000"
Bushido Blade,Square,Sony Computer Entertainment,"March 14, 1997"
Bushido Blade 2,"Square, Light Weight","Square, Square EA","March 19, 1998"
Bust a Groove•Bust a MoveJP,Metro Graphics,SCEE,"January 29, 1998"
Bust a Groove 2•Bust a Move 2JP,Metro Graphics,SCEE,"April 15, 1999"
Bust-A-Move 2: Arcade Edition•Puzzle Bobble 2JP,Taito,Acclaim,"March 29, 1996"
Bust-A-Move 3 DXPAL•Bust-A-Move '99NA•Puzzle Bobble 3 DXJP,Taito,Acclaim,"November 6, 1997"
Bust-A-Move 4•Puzzle Bobble 4JP•Simple 1500 Series Vol. 93: The Puzzle Bobble - Puzzle Bobble 4JP,Taito,Acclaim,"August 6, 1998"
"Buster Bros. Collection•Super Pang CollectionJP, PAL",Mitchell Corporation,Capcom,"March 14, 1997"
Butagee de Iin Janai?,Shangri-La,Shangri-La,"February 26, 1998"
Buttsubushi,"Phoenix GamesPAL, SelenJP","Phoenix GamesPAL, SelenJP","March 15, 2001"
Buzz Lightyear of Star Command,Traveller's Tales,Activision,Unreleased
C-12: Final Resistance,SCE Studio Cambridge,SCEE,Unreleased
C1 Circuit,Invex,Invex,"October 4, 1996"
C3 Racing•Max Power Racing,Eutechnyx,Infogrames,Unreleased
C: The Contra Adventure,Appaloosa Interactive,Konami,Unreleased
Cabela's Big Game Hunter: Ultimate Challenge,Coresoft,Activision,Unreleased
Cabela's Ultimate Deer Hunt: Open Season,Coresoft,Activision,Unreleased
Cadillac,Hect,Hect,"May 27, 1999"
Caesars Palace,Interplay,Interplay,Unreleased
Caesar's Palace 2000,Runecraft,Interplay Entertainment Corp.,Unreleased
Caesar's Palace II,Runecraft,Interplay Entertainment Corp.,Unreleased
Calamity Adventure 1: The Natural World,Lightspan,Lightspan,Unreleased
Calamity Adventure 2: People and Traditions,Lightspan,Lightspan,Unreleased
Calamity Adventure 3: Around the World,Lightspan,Lightspan,Unreleased
Calcolo!,Clef,Clef,"November 6, 1997"
California Surfing,Midas Interactive,Midas Interactive,Unreleased
California Watersports,Theyer GFX,Midas Interactive,Unreleased
Cali's Geo Tools,Lightspan,Lightspan,Unreleased
Capcom Generation 1: Dai 1 Shuu Gekitsuiou no Jidai,Capcom,Capcom,"August 27, 1998"
Capcom Generation 2: Dai 2 Shuu Makai to Kishi,Capcom,Capcom,"September 23, 1998"
Capcom Generation 3: Dai 3 Shuu Koko ni Rekishi Hajimaru,Capcom,Capcom,"October 15, 1998"
Capcom Generation 4: Dai 4 Shuu Kokou no Eiyuu,Capcom,Capcom,"November 12, 1998"
Capcom VS SNK: Pro,Capcom,Capcom,"April 18, 2002"
Captain Commando,NEW Corporation,Capcom,"September 17, 1998"
Captain Love!!,Rit's,Toshiba EMI,"March 11, 1999"
Captain Tsubasa: Aratanaru Densetsu Joshou,WinkySoft,Konami,"May 16, 2002"
Captain Tsubasa J: Get In The Tomorrow,Bandai,Bandai,"May 3, 1995"
Car & Driver Presents: Grand Tour Racing '98•Total DrivinPAL,Eutechnyx,"ActivisionNA, Ocean SoftwarePAL, AtlusJP","April 23, 1998"
Card Games•Simple 1500 Series Vol. 44: The Card 2JP,Amedio,"JP D3, NA Agetec Inc.","October 26, 2000"
Card II,Success,Success,"September 22, 1999"
Cardcaptor Sakura: Clow Card Magic,Arika,Arika,"January 27, 2000"
Cardinal Syn,Kronos Digital Entertainment,SCEE,Unreleased
Carmageddon,SCi,Ubisoft,Unreleased
Carnage Heart,Artdink,"SCEEPAL, SCEANA, ArtdinkJP","December 8, 1995"
Carnage Heart EZ: Easy Zapping,Artdink,Artdink,"July 24, 1997"
Carom Shot,Agenda,Argent,"April 25, 1997"
CART World Series,SCEA,SCEE,Unreleased
Casper,Funcom,Interplay,Unreleased
Casper - Friends Around the World,Realtime Associates,Sound Source,Unreleased
Castlevania Chronicles•Castlevania Chronicle: Akumajou DraculaJP,Konami Digital Entertainment,Konami,"May 24, 2001"
Castlevania: Symphony of the Night•Akumajou Dracula X: Nocturne in the MoonlightJP,Konami,Konami,"March 20, 1997"
Castrol Honda Superbike Racing,Midas Interactive Entertainment,"NA Electronic Arts, PAL THQ, JP Success","May 25, 2000"
Castrol Honda VTR,Interactive Entertainment,"Midas InteractivePAL, SuccessJP","October 25, 2001"
Catan - Die erste Insel (German),Similis,Ravensburger Interactive Media GmbH,Unreleased
The Cat in the Hat,NewKidCo,DC Studios,Unreleased
Cat the Ripper: Jyusanninme no Tanteishi,Tonkin House,Tonkin House,"July 17, 1997"
Catch! Kimochi Sensation,Pandora Box,Pandora Box,"August 10, 2000"
Celebrity Deathmatch,Big Ape Productions,Gotham Games,Unreleased
Centipede,"Leaping Lizard Software, Real Sports Games",Hasbro Interactive (Under the Atari Interactive Label),Unreleased
Champion Wrestler: Jikkyou Live,Taito,Taito,"February 16, 1996"
CG Mukashi Banashi: Jiisan 2-do Bikkuri!!,Axes Art Amuse,Idea Factory,"March 8, 1996"
Championship Bass,EA Seattle,Electronic Arts,Unreleased
Championship Manager Quiz,King of the Jungle,Eidos Interactive,Unreleased
Championship Motocross featuring Ricky Carmichael,Funcom Dublin,THQ,Unreleased
Championship Motocross 2001 featuring Ricky Carmichael,Funcom Dublin,THQ,Unreleased
Championship Surfer,Krome Studios,Mattel,Unreleased
Chaos Break,Eon,"Taito CorporationJP, EonPAL","January 27, 2000"
Chaos Control,Infogrames,Virgin Interactive,"October 14, 1996"
Charumera,Bits Laboratory,Victor Interactive Software,"November 25, 1999"
Checkmate•Checkmate IIPAL,Altron,"Midas InteractivePAL, Phoenix GamesPAL, AltronJP","June 18, 1998"
Cheesy,CTA Developments,"Ocean SoftwarePAL, JalecoJP","July 24, 1997"
Chess,Success,"A1 GamesNA, SuccessJP","November 29, 2001"
Chess & Reversi,Yuki,DigiCube,"January 24, 2002"
Chess 2000,Oxford Softworks,Unbalance,"April 6, 2000"
Chessmaster II,Starsphere Interactive,Mindscape,Unreleased
The Chessmaster 3-DNA•The ChessmasterJP,"Mindscape, Altron",Mindscape,"November 1, 1996"
Chibi Maruko-Chan: Maruko Enikki World,KID,Takara,"December 22, 1995"
Chibi-Chara Game Gingaeiyu Densetsu,Tokuma Shoten,Tokuma Shoten,"May 27, 1999"
Chicken Run,Blitz Games,Eidos Interactive,Unreleased
Chiisana Kyojin Microman,Wavedge,Takara,"March 11, 1999"
Chiisana Oukoku Eltoria,KSS,KSS,"June 29, 2000"
Chill,Silicon Dreams Studio,Eidos Interactive,Unreleased
China: The Forbidden City,"Cryo Interactive, Canal+Multimedia, Réunion des Musées Nationaux",Cryo Interactive,Unreleased
Chinmoku no Kantai,Opera House,Kodansha,"September 28, 2000"
Chō Aniki: Kyūkyoku Muteki Ginga Saikyō Otoko,Pre-Stage,Masaya,"December 29, 1995"
Cho-Nazo-Oh,Bandai,Bandai Visual,"January 27, 2000"
Chocobo Collection,"Square, ParityBit, Denyusha Co.",Square,"December 22, 1999"
Chocobo Racing,Square Co,SCEE,"March 18, 1999"
Chocobo's Dungeon 2NA•Chokobo no Fushigi na Danjon 2JP,SquareSoft,Square EA,"December 23, 1998"
Chocobo no Fushigi na Dungeon,Square,Square,"December 23, 1997"
Chocobo Stallion,Square Co,Square Co,"December 22, 1999"
Chocolate Kiss,Infinity,DigiCube,"February 14, 2002"
Choro QJP•Penny RacersPAL,Tamsoft,"TakaraJP, SCEEPAL","March 22, 1996"
Choro Q 2,Takara,Takara,"February 21, 1997"
Choro Q 3,Takara,Takara,"February 19, 1998"
Choro Q Jet: Rainbow Wings,C-Lab,Takara,"February 26, 1998"
Choro Q Marine: Q-Boat,Takara,Takara,"June 25, 1998"
Choro Q Wonderful!,Takara,Takara,"August 5, 1999"
Chou Hatsumei Boy Kanipan: Hirameki Wonderland,Taito,Taito,"September 30, 1999"
Chou Jiryoku Senshi Microman: Generation 2000,Barnhouse Effect,Takara,"December 16, 1999"
Chou Mashin Eiyuuden Wataru: Another Step,Aspect,Banpresto,"April 23, 1998"
Chou Sentou Kyuugi Vanborg,Avit,Hect,"February 18, 1999"
Chou-Kousoku GranDoll,Emotion Digital Software,Bandai,"July 24, 1997"
Choujin Gakuen Gowcaizer,Urban Plant,Urban Plant,"July 17, 1997"
Chris Kamara's Street Soccer,Pixel Storm,Midas Interactive,Unreleased
Chronicles of the Sword,Synthetic Dimensions,Psygnosis,Unreleased
Chrono Cross,SquareSoft,"SquareSoftJP, Square EANA","November 18, 1999"
Chrono Trigger,SquareSoft,SquareSoft,"November 2, 1999"
Chuushingura,Toei,Toei,"January 29, 1998"
Cindy's Caribbean Holiday,Phoenix Games,Phoenix Games,Unreleased
Cindy's Fashion World,Phoenix Games,Phoenix Games,Unreleased
Circadia,Alvion,SCEI,"January 14, 1999"
Circuit Beat,Prism Arts,Prism Arts,"May 17, 1996"
Circuit Breakers,Supersonic,Mindscape,Unreleased
City Bravo!,Altron,Altron,"January 10, 1997"
City Bravo! Business Hen,Altron,Altron,"July 27, 2000"
The City of Lost Children,Psygnosis,Psygnosis,Unreleased
Civilization,Microprose,"Asmik Ace Entertainment, Inc","April 26, 1996"
Civilization II,Alpha Unit,"Human EntertainmentJP, ActivisionPAL,NA","December 23, 1998"
Civizard: Majutsu no Keifu,Opera House,"Asmik Ace Entertainment, Inc","January 17, 1996"
Classic Road,Victor Interactive Software,Victor Interactive Software,"December 15, 1995"
Classic Road 2,Victor Interactive Software,Victor Interactive Software,"April 1, 1999"
Classic Road Yuushun 2,Victor Interactive Software,Victor Interactive Software,"April 2, 1998"
Cleopatra's Fortune,Altron,Midas Interactive,"May 17, 2001"
Click Medic,Game Freak,Sony Music Entertainment Incorporated,"January 28, 1999"
Clock Tower,Human Entertainment,ASCII Entertainment,"December 13, 1996"
Clock Tower: The First Fear,Human Entertainment,ASCII Entertainment,"July 17, 1997"
Clock Tower II: The Struggle Within,Human Entertainment,"Human Entertainment, Agetec","March 12, 1998"
ClockWerx,Axes Art Amuse,Tokuma Shoten,"July 26, 1996"
Cocktail Harmony•Cocktail no RecipeJP,Astroll,Astroll,"September 10, 1998"
Codename: TenkaNA•Lifeforce TenkaPAL,Psygnosis,"SCEANA, PsygnosisPAL",Unreleased
Colin McRae Rally,Codemasters,Codemasters,Unreleased
Colin McRae Rally 2.0,Codemasters,Codemasters,Unreleased
College Slam,Iguana Entertainment,Acclaim,Unreleased
Colony Wars,Psygnosis,Psygnosis,Unreleased
Colony Wars: Red Sun,Psygnosis,SCEE,Unreleased
Colony Wars: Vengeance,Psygnosis,Psygnosis,Unreleased
Combi Mahjong Awaseuchi with Maboroshi Tsukiyo Characters,Gaps,Gaps,"June 1, 2000"
Covert Ops: Nuclear DawnNA•Chase the ExpressJP,"Sugar & Rockets Inc., Tyo Entertainment",SCEE,"January 27, 2000"
Combat Choro Q,Barnhouse Effect,Takara,"February 25, 1999"
Colorful Logic,Altron,Altron,"June 22, 2000"
Colorful Logic 2,Altron,Altron,"January 18, 2001"
Colorful Logic 3,Altron,Altron,"July 12, 2001"
Combination Pro Soccer,Kuusoukagaku,Axela,"June 18, 1998"
Command & Conquer,Westwood Studios,Virgin Interactive,Unreleased
Command & Conquer: Red Alert,Westwood Studios,"Virgin Interactive, EA Games (Platinum Re-Release)","April 16, 1998"
Command & Conquer Red Alert: Retaliation (Expansion),Westwood Studios,Virgin Interactive,Unreleased
Community Pom,Fill-in-Cafe,Fill-in-Cafe,"October 30, 1997"
Community Pom: Omoide o Dakishimete,Family Soft,Family Soft,"June 24, 1999"
Complete Onside Soccer,MotiveTime,"TelstarPAL, IchikawaJP","January 29, 1998"
Constructor,System 3,Acclaim,Unreleased
Contender•Victory Boxing 2UK•Victory Boxing ContenderPAL•Dynamite BoxingJP,Victor Interactive Software,SCEANA,"May 21, 1998"
Contender 2•Victory Boxing ChallengerPAL•Victory BoxingJP•Funky BoxersJP,Bam Entertainment,Bam Entertainment,"November 28, 2002"
Contra: Legacy of War,Appaloosa Interactive,Konami,Unreleased
Conveni: Ano Machi wo Dokusen Seyo,Human Entertainment,Human Entertainment,"March 28, 1997"
Conveni 2: Zenkoku Chain Tenkai da!,Human Entertainment,Human Entertainment,"December 18, 1997"
The Conveni Special,Masterpiece,Artdink,"March 12, 1998"
Cool Boarders,UEP Systems,SCEE,"August 30, 1996"
Cool Boarders 2,UEP Systems,SCEE,"August 28, 1997"
Cool Boarders 3,"989 Studios, Idol Minds",SCEE,"November 28, 1998"
Cool Boarders 4,Idol Minds,SCEE,"March 9, 2000"
Cool Boarders 2001,Idol Minds,SCEE,Unreleased
Cosmic Cookoff: Language Arts,Lightspan,Lightspan,Unreleased
Cosmic Cookoff: Mathematics,Lightspan,Lightspan,Unreleased
Cosmic Race,Neorex,Neorex,"January 20, 1995"
Cosmowarrior Zero,Taito Corporation,Taito Corporation,"May 18, 2000"
Cotton 100%,Success,Success,"March 27, 2003"
Cotton Original,Success,Success,"April 28, 1999"
Countdown Vampires,K2 LLC,Bandai,"December 22, 1999"
Courier Crisis,New Level Software,GT Interactive,Unreleased
Cowboy Bebop,Bandai,Bandai,"May 14, 1998"
Cranky Pro,Syscom,Syscom,"October 2, 1997"
Crash Bandicoot,Naughty Dog,"SCEEPAL, SCEAUS","December 6, 1996"
Crash Bandicoot 2: Cortex Strikes Back,Naughty Dog,"SCEEPAL, SCEAUS","December 18, 1997"
Crash Bandicoot: Warped,Naughty Dog,"SCEEPAL, SCEAUS","December 17, 1998"
Crash Team Racing,Naughty Dog,"SCEEPAL, SCEAUS","December 16, 1999"
Crash Bash,Eurocom,"SCEEPAL, SCEAUS","December 14, 2000"
Crayon Shin-chan,Bandai,Bandai,"November 29, 2001"
Crazy Balloon 2000,Success,Success,"October 26, 2000"
Crazy Climber 2000,ISCO,Nihon Bussan,"February 3, 2000"
Creative Camp,Lightspan,Lightspan,Unreleased
Creative Isle,Lightspan,Lightspan,Unreleased
Creative Journey,Lightspan,Lightspan,Unreleased
Creative Voyage,Lightspan,Lightspan,Unreleased
Creatures,Creature Labs,Swing Entertainment,Unreleased
Creatures 3: Raised in Space,Elo Interactive,Play It,Unreleased
Creature Shock,Interactive Studios,Data East,"August 23, 1996"
Cricket 2000,Krisalis Software,Electronic Arts,Unreleased
Crime Crackers,Media.Vision,SCEI,"December 3, 1994"
Crime Crackers 2,Media.Vision,SCEI,"November 27, 1997"
Crime Killer,Pixelogic,Interplay Entertainment,Unreleased
Crisis Beat,"Studio 3PAL, BandaiJP","Virgin Interactive, Play It (2003 Re-Release)","July 18, 1998"
Crisis City,Takara,Takara,"June 4, 1998"
Critical Blow,Racdym,Banpresto,"December 4, 1997"
Critical Depth,SingleTrac,GT Interactive,Unreleased
Criticom,Kronos Digital Entertainment,Vic Tokai,"October 4, 1996"
Croc: Legend of the Gobbos,Argonaut Games,"Fox Interactive, EA Games",Unreleased
Croc 2,Argonaut Games,Fox Interactive,"September 2, 1999"
Croket! Kindan no Kinka Box,Konami,Konami,"March 20, 2003"
Crossroad Crisis,Success,A1 Games,Unreleased
Cross Romance: Koi to Mahjong to Hanafuda to,Nihon Bussan,Nihon Bussan,"March 28, 1997"
Cross Tantei Monogatari,WorkJam,WorkJam,"October 21, 1999"
Cross Tantei Monogatari 1: Kouhen,WorkJam,WorkJam,"October 28, 2000"
Cross Tantei Monogatari 1: Zenpen,WorkJam,WorkJam,"September 28, 2000"
Crossword,Success,Success,"January 27, 2000"
Crossword 2,Success,Success,"November 30, 2000"
Crossword 3,Success,Success,"May 24, 2001"
The Crow: City of Angels,Gray Matter,Acclaim,"April 25, 1997"
Crusader: No Remorse,Realtime Associates,EA,Unreleased
Crusaders of Might and Magic,The 3DO Company,The 3DO Company,Unreleased
CRW: Counter Revolution War,Natsu System,Acclaim Japan,"August 30, 1996"
Crypt Killer,Konami,Konami,"March 7, 1997"
CT Special Forces,Light and Shadow Productions,Hip Interactive,Unreleased
CT Special Forces: Back To Hell•Elite Squad,LSP,LSP,Unreleased
CT Special Forces 3: Bioterror,The Code Monkeys,LSP,Unreleased
Cu-On-Pa,T&E Soft,T&E Soft,"October 9, 1997"
Cubix Robots for Everyone: Race 'N Robots,The 3DO Company,Blitz Games,Unreleased
Culdcept Expansion,Media Factory,Media Factory,"May 1, 1999"
Culdcept Expansion Plus,Media Factory,Media Factory,"November 30, 2000"
Curiosity kills the cat? Koukishin wa Neko o Korosuka,Eyst Pty. Ltd.,ASCII,"November 26, 1998"
The Curling,Success,Success,"July 1, 1999"
Cyberbots: Full Metal Madness,OeRSTED,Capcom,"December 25, 1997"
Cyber Daisenryaku: Shutsugeki! Haruka-tai,Alfa System,SystemSoft,"February 4, 1999"
Cyber Egg: Battle Champion,Bandai,Bandai,"December 18, 1997"
Cyberia,Xatrix,Interplay,Unreleased
Cybernetic Empire,"Wolf Team, Nippon Telenet",Telenet Japan,"August 5, 1999"
Cyber Org,Squaresoft,Squaresoft,"April 22, 1999"
Cyber Sled,Namco,SCEE,"January 27, 1995"
Cyberspeed,Mindscape,Mindscape,Unreleased
CyberTiger,EA,EA,Unreleased
Cyberwar,Soft Vision,Coconuts Japan,"July 21, 1995"
Cyborg 009: The Block Kuzushi,Access,Bandai,"October 10, 2002"
